Order_ID,Customer_ID,Product_ID,Store_ID,Order_Date,Quantity,Discount,Payment_Method,Return_Flag
42,766,18,6,2024-05-18 10:28:55,1,0.0,Card,0
42,766,53,6,2024-05-18 10:28:55,1,0.0,Card,0
43,4911,80,2,2024-04-23 22:46:15,2,0.2,PayPal,0
44,3214,81,9,2024-12-03 18:43:14,1,0.0,PayPal,0
44,3214,65,9,2024-12-03 18:43:14,1,0.2,PayPal,0
44,3214,52,9,2024-12-03 18:43:14,20,0.0,PayPal,0
44,3214,73,9,2024-12-03 18:43:14,2,0.1,PayPal,0
45,4005,75,1,2025-07-29 13:54:39,1,0.0,Card,0
45,4005,5,1,2025-07-29 13:54:39,2,0.2,Card,0
45,4005,12,1,2025-07-29 13:54:39,1,,Card,0
46,3239,68,3,2023-03-24 22:58:13,1,0.05,Cash,0
46,3239,82,3,2023-03-24 22:58:13,1,0.3,Cash,0
47,4069,100,10,2024-09-06 09:41:07,10,0.0,Cash,1
47,4069,41,10,2024-09-06 09:41:07,2,0.05,Cash,1
48,4117,9,5,2024-09-10 09:17:14,2,0.2,Card,0
48,4117,75,5,2024-09-10 09:17:14,1,0.0,Card,0
48,4117,45,5,2024-09-10 09:17:14,3,,Card,0
48,4117,40,5,2024-09-10 09:17:14,1,0.2,Card,0
49,1712,5,8,2026-01-15 20:16:49,1,0.05,PayPal,0
50,3890,36,6,2025-09-01 22:48:17,2,0.05,Card,0
50,3890,33,6,2025-09-01 22:48:17,1,0.1,Card,0
50,3890,23,6,2025-09-01 22:48:17,1,0.05,Card,0
51,4999,86,4,2024-05-31 23:32:16,2,0.05,Cash,0
52,2028,21,1,2023-07-26 06:25:59,1,0.1,PayPal,1
52,2028,48,1,2023-07-26 06:25:59,1,0.0,PayPal,1
52,2028,64,1,2023-07-26 06:25:59,2,0.3,PayPal,1
52,2028,35,1,2023-07-26 06:25:59,3,0.0,PayPal,1
53,3985,98,9,2025-03-02 08:43:12,1,0.0,Card,1
54,80,59,8,2025-01-20 02:57:48,1,0.0,Card,0
54,80,26,8,2025-01-20 02:57:48,3,0.0,Card,0
55,433,79,10,2025-09-30 14:28:52,3,0.1,Card,0
55,433,15,10,2025-09-30 14:28:52,4,0.2,Card,0
55,433,79,10,2025-09-30 14:28:52,1,0.1,Card,0
55,433,64,10,2025-09-30 14:28:52,1,0.0,Card,0
55,433,27,10,2025-09-30 14:28:52,1,0.0,Card,0
56,3715,58,5,2025-03-01 00:56:52,1,0.05,Card,1
56,3715,17,5,2025-03-01 00:56:52,2,,Card,1
57,3498,18,2,2024-11-25 11:55:05,4,0.2,Card,0
58,4312,61,9,2023-09-04 10:47:50,1,0.1,PayPal,0
59,1273,10,10,2023-04-22 08:27:45,1,0.3,Cash,0
59,1273,60,10,2023-04-22 08:27:45,3,0.05,Cash,0
59,1273,44,10,2023-04-22 08:27:45,1,0.1,Cash,0
60,3655,81,3,2023-10-07 19:36:18,10,0.0,Card,0
60,3655,72,3,2023-10-07 19:36:18,1,0.0,Card,0
60,3655,44,3,2023-10-07 19:36:18,1,0.3,Card,0
61,4220,71,5,2024-04-24 19:45:46,1,0.0,Cash,0
61,4220,93,5,2024-04-24 19:45:46,10,0.2,Cash,0
61,4220,55,5,2024-04-24 19:45:46,1,0.0,Cash,0
62,4714,38,4,2026-01-16 03:23:37,1,0.0,Cash,1
62,4714,5,4,2026-01-16 03:23:37,3,0.3,Cash,1
63,494,89,7,2024-03-11 19:57:08,3,0.3,Card,0
63,494,92,7,2024-03-11 19:57:08,1,0.0,Card,0
63,494,36,7,2024-03-11 19:57:08,1,,Card,0
63,494,97,7,2024-03-11 19:57:08,1,0.05,Card,0
64,1648,8,6,2023-06-12 10:39:17,5,0.3,PayPal,0
64,1648,72,6,2023-06-12 10:39:17,1,0.0,PayPal,0
65,216,9,4,2023-10-19 14:26:45,1,0.0,Card,0
65,216,82,4,2023-10-19 14:26:45,3,0.0,Card,0
66,1020,84,4,2025-03-18 19:40:04,10,0.05,Card,0
66,1020,19,4,2025-03-18 19:40:04,10,0.0,Card,0
66,1020,65,4,2025-03-18 19:40:04,1,0.3,Card,0
66,1020,48,4,2025-03-18 19:40:04,1,0.0,Card,0
66,1020,61,4,2025-03-18 19:40:04,2,0.0,Card,0
67,3785,20,3,2025-10-04 22:10:30,20,0.1,PayPal,0
67,3785,14,3,2025-10-04 22:10:30,2,0.0,PayPal,0
67,3785,93,3,2025-10-04 22:10:30,2,0.0,PayPal,0
67,3785,81,3,2025-10-04 22:10:30,1,0.05,PayPal,0
68,440,19,4,2025-01-12 18:24:31,4,0.0,Cash,0
68,440,12,4,2025-01-12 18:24:31,3,0.2,Cash,0
68,440,2,4,2025-01-12 18:24:31,1,0.2,Cash,0
68,440,4,4,2025-01-12 18:24:31,1,0.2,Cash,0
68,440,31,4,2025-01-12 18:24:31,10,0.1,Cash,0
69,4880,33,10,2024-12-01 06:19:40,1,0.0,PayPal,0
69,4880,31,10,2024-12-01 06:19:40,4,0.0,PayPal,0
69,4880,2,10,2024-12-01 06:19:40,1,0.05,PayPal,0
70,273,28,3,2024-11-14 01:38:11,1,0.0,Cash,0
71,4147,69,6,2024-01-02 02:59:49,1,0.1,Card,0
71,4147,88,6,2024-01-02 02:59:49,20,0.0,Card,0
71,4147,72,6,2024-01-02 02:59:49,1,0.0,Card,0
71,4147,97,6,2024-01-02 02:59:49,1,0.2,Card,0
71,4147,77,6,2024-01-02 02:59:49,1,0.2,Card,0
72,1319,80,2,2025-07-13 14:20:25,5,0.0,PayPal,0
72,1319,94,2,2025-07-13 14:20:25,1,0.0,PayPal,0
72,1319,73,2,2025-07-13 14:20:25,3,0.0,PayPal,0
73,4679,51,6,2025-11-07 11:43:38,5,0.0,Card,0
74,1532,54,8,2023-03-03 05:23:01,2,,PayPal,0
74,1532,12,8,2023-03-03 05:23:01,5,0.05,PayPal,0
75,4911,93,1,2023-06-25 01:08:17,1,0.1,PayPal,0
75,4911,65,1,2023-06-25 01:08:17,1,0.0,PayPal,0
76,3757,49,1,2024-11-12 05:11:02,4,0.1,Card,0
77,2266,25,2,2024-04-29 09:44:59,1,0.0,Cash,0
77,2266,66,2,2024-04-29 09:44:59,2,0.2,Cash,0
78,168,23,4,2023-11-04 18:18:15,2,0.0,Cash,0
78,168,24,4,2023-11-04 18:18:15,5,0.0,Cash,0
79,4228,36,10,2025-01-04 01:16:26,4,0.0,Card,0
79,4228,54,10,2025-01-04 01:16:26,1,0.0,Card,0
79,4228,65,10,2025-01-04 01:16:26,1,0.05,Card,0
80,3654,66,4,2024-03-03 05:37:52,1,0.05,PayPal,0
80,3654,32,4,2024-03-03 05:37:52,20,0.1,PayPal,0
80,3654,53,4,2024-03-03 05:37:52,3,0.0,PayPal,0
80,3654,62,4,2024-03-03 05:37:52,4,,PayPal,0
80,3654,46,4,2024-03-03 05:37:52,1,0.05,PayPal,0
81,2101,60,9,2025-12-21 20:26:14,3,0.0,Card,0
81,2101,90,9,2025-12-21 20:26:14,2,0.1,Card,0
81,2101,82,9,2025-12-21 20:26:14,2,0.1,Card,0
82,4532,59,5,2023-06-26 22:00:47,1,0.0,Cash,0
82,4532,63,5,2023-06-26 22:00:47,1,0.0,Cash,0
82,4532,18,5,2023-06-26 22:00:47,2,0.0,Cash,0
83,1396,42,8,2025-11-17 09:32:51,1,0.1,PayPal,0
83,1396,10,8,2025-11-17 09:32:51,5,0.2,PayPal,0
83,1396,70,8,2025-11-17 09:32:51,1,0.0,PayPal,0
83,1396,72,8,2025-11-17 09:32:51,1,0.2,PayPal,0
84,214,59,7,2024-07-25 22:05:20,10,0.1,Cash,0
84,214,43,7,2024-07-25 22:05:20,1,,Cash,0
84,214,97,7,2024-07-25 22:05:20,3,0.2,Cash,0
84,214,37,7,2024-07-25 22:05:20,4,0.0,Cash,0
84,214,87,7,2024-07-25 22:05:20,1,0.1,Cash,0
85,1854,40,9,2023-07-19 18:05:18,4,0.1,PayPal,0
85,1854,69,9,2023-07-19 18:05:18,2,0.3,PayPal,0
86,3967,65,1,2023-03-08 20:45:29,1,0.0,PayPal,0
86,3967,94,1,2023-03-08 20:45:29,3,0.0,PayPal,0
86,3967,47,1,2023-03-08 20:45:29,2,0.05,PayPal,0
86,3967,100,1,2023-03-08 20:45:29,1,0.0,PayPal,0
87,1566,45,6,2023-09-27 07:09:27,2,0.0,Cash,0
88,3529,23,6,2026-01-02 15:19:47,3,0.0,PayPal,0
88,3529,85,6,2026-01-02 15:19:47,1,0.0,PayPal,0
89,4110,2,8,2024-12-28 23:13:13,1,0.1,Cash,0
89,4110,37,8,2024-12-28 23:13:13,3,0.0,Cash,0
89,4110,69,8,2024-12-28 23:13:13,1,0.1,Cash,0
89,4110,41,8,2024-12-28 23:13:13,2,0.0,Cash,0
90,2197,33,10,2024-02-25 19:25:33,20,0.1,PayPal,0
90,2197,24,10,2024-02-25 19:25:33,10,0.3,PayPal,0
90,2197,48,10,2024-02-25 19:25:33,2,0.0,PayPal,0
90,2197,61,10,2024-02-25 19:25:33,3,0.0,PayPal,0
90,2197,13,10,2024-02-25 19:25:33,2,0.0,PayPal,0
91,1672,27,1,2023-08-25 01:13:32,10,0.1,Card,0
92,3139,9,7,2023-02-26 01:56:57,2,0.2,Card,0
93,213,91,10,2024-05-03 02:36:27,2,0.05,PayPal,0
94,3298,69,4,2026-02-22 20:55:10,4,0.0,Card,0
95,1935,17,1,2023-10-13 15:38:29,1,0.0,Cash,0
95,1935,34,1,2023-10-13 15:38:29,2,0.05,Cash,0
96,2388,14,3,2025-01-23 08:23:24,1,0.3,Card,0
96,2388,47,3,2025-01-23 08:23:24,2,0.2,Card,0
96,2388,82,3,2025-01-23 08:23:24,1,0.0,Card,0
96,2388,6,3,2025-01-23 08:23:24,3,0.0,Card,0
96,2388,86,3,2025-01-23 08:23:24,2,0.2,Card,0
97,3711,45,4,2026-02-02 05:00:42,1,0.3,PayPal,0
97,3711,8,4,2026-02-02 05:00:42,5,0.0,PayPal,0
97,3711,85,4,2026-02-02 05:00:42,1,0.1,PayPal,0
97,3711,65,4,2026-02-02 05:00:42,1,0.1,PayPal,0
97,3711,20,4,2026-02-02 05:00:42,1,0.2,PayPal,0
98,894,67,3,2023-08-22 11:07:46,4,0.05,Card,0
98,894,76,3,2023-08-22 11:07:46,5,0.2,Card,0
98,894,42,3,2023-08-22 11:07:46,1,0.0,Card,0
99,2001,27,8,2025-01-22 21:25:56,1,0.2,Cash,0
99,2001,82,8,2025-01-22 21:25:56,2,0.0,Cash,0
99,2001,27,8,2025-01-22 21:25:56,2,0.1,Cash,0
99,2001,13,8,2025-01-22 21:25:56,1,0.0,Cash,0
99,2001,91,8,2025-01-22 21:25:56,5,0.0,Cash,0
100,1932,4,3,2023-07-07 11:50:42,1,0.3,PayPal,0
100,1932,98,3,2023-07-07 11:50:42,3,0.0,PayPal,0
100,1932,20,3,2023-07-07 11:50:42,1,0.2,PayPal,0
100,1932,62,3,2023-07-07 11:50:42,1,0.2,PayPal,0
101,1672,49,4,2025-03-15 03:01:21,2,0.0,Cash,0
102,3435,57,8,2025-09-25 13:11:25,1,0.05,PayPal,0
102,3435,79,8,2025-09-25 13:11:25,1,0.05,PayPal,0
102,3435,81,8,2025-09-25 13:11:25,2,0.05,PayPal,0
102,3435,39,8,2025-09-25 13:11:25,2,0.0,PayPal,0
103,2257,21,4,2024-02-10 03:30:50,2,0.05,PayPal,0
103,2257,9,4,2024-02-10 03:30:50,1,0.0,PayPal,0
103,2257,9,4,2024-02-10 03:30:50,20,0.0,PayPal,0
104,4540,18,2,2023-08-14 05:31:56,1,0.0,Cash,0
105,1966,45,2,2025-08-24 15:11:32,20,0.1,Cash,0
105,1966,94,2,2025-08-24 15:11:32,2,0.0,Cash,0
105,1966,53,2,2025-08-24 15:11:32,1,0.0,Cash,0
105,1966,53,2,2025-08-24 15:11:32,1,0.05,Cash,0
106,4127,97,5,2023-07-08 13:36:50,10,0.2,Cash,0
107,2284,89,8,2024-04-06 19:03:10,20,0.2,PayPal,0
107,2284,54,8,2024-04-06 19:03:10,1,,PayPal,0
107,2284,90,8,2024-04-06 19:03:10,1,0.0,PayPal,0
108,461,62,7,2025-12-11 20:02:08,1,0.3,Card,0
109,168,21,5,2023-07-26 20:38:09,1,0.05,PayPal,0
109,168,48,5,2023-07-26 20:38:09,3,0.0,PayPal,0
109,168,24,5,2023-07-26 20:38:09,2,0.1,PayPal,0
109,168,89,5,2023-07-26 20:38:09,1,0.1,PayPal,0
110,286,46,1,2024-01-19 10:22:47,1,0.3,PayPal,0
110,286,55,1,2024-01-19 10:22:47,5,0.0,PayPal,0
110,286,6,1,2024-01-19 10:22:47,1,0.0,PayPal,0
111,932,62,4,2024-02-20 15:49:37,1,0.0,PayPal,0
111,932,14,4,2024-02-20 15:49:37,4,0.3,PayPal,0
112,2280,30,6,2025-05-20 22:55:06,1,0.0,Card,1
112,2280,26,6,2025-05-20 22:55:06,2,0.3,Card,1
112,2280,88,6,2025-05-20 22:55:06,1,0.0,Card,1
112,2280,59,6,2025-05-20 22:55:06,1,0.3,Card,1
112,2280,29,6,2025-05-20 22:55:06,1,0.0,Card,1
113,2549,46,5,2026-02-06 03:34:36,1,0.05,Card,0
113,2549,16,5,2026-02-06 03:34:36,1,,Card,0
113,2549,80,5,2026-02-06 03:34:36,1,,Card,0
114,2009,63,3,2026-01-11 08:33:46,3,0.1,Card,0
114,2009,92,3,2026-01-11 08:33:46,1,0.0,Card,0
115,2945,62,7,2023-11-11 11:19:19,5,0.2,Cash,0
115,2945,49,7,2023-11-11 11:19:19,5,0.0,Cash,0
116,4907,98,2,2023-11-02 12:35:22,5,0.2,PayPal,0
116,4907,89,2,2023-11-02 12:35:22,3,0.05,PayPal,0
116,4907,88,2,2023-11-02 12:35:22,1,,PayPal,0
116,4907,7,2,2023-11-02 12:35:22,20,0.0,PayPal,0
116,4907,7,2,2023-11-02 12:35:22,1,0.0,PayPal,0
117,2030,21,3,2025-02-03 03:26:25,10,0.05,Card,0
117,2030,50,3,2025-02-03 03:26:25,2,0.0,Card,0
117,2030,68,3,2025-02-03 03:26:25,3,0.0,Card,0
117,2030,67,3,2025-02-03 03:26:25,1,0.0,Card,0
117,2030,85,3,2025-02-03 03:26:25,4,0.1,Card,0
118,3850,28,5,2023-07-11 03:46:53,1,0.0,PayPal,0
118,3850,57,5,2023-07-11 03:46:53,3,,PayPal,0
119,2428,74,5,2025-11-07 14:29:31,1,0.0,Cash,0
119,2428,31,5,2025-11-07 14:29:31,1,0.0,Cash,0
119,2428,86,5,2025-11-07 14:29:31,1,,Cash,0
120,2909,43,7,2023-12-26 12:40:24,2,0.0,PayPal,0
120,2909,34,7,2023-12-26 12:40:24,1,0.0,PayPal,0
121,2684,22,8,2024-04-29 23:55:36,4,,Card,0
122,4789,16,9,2023-04-22 17:01:21,1,0.2,PayPal,0
122,4789,71,9,2023-04-22 17:01:21,1,0.0,PayPal,0
123,3836,97,2,2024-02-07 21:31:12,20,0.0,Card,0
123,3836,39,2,2024-02-07 21:31:12,1,0.2,Card,0
124,3301,93,2,2025-08-04 11:04:41,1,0.0,Card,0
124,3301,92,2,2025-08-04 11:04:41,2,0.05,Card,0
125,3374,48,4,2024-05-10 19:16:59,1,0.05,PayPal,0
126,669,19,2,2024-07-07 13:14:36,1,0.0,Cash,0
126,669,94,2,2024-07-07 13:14:36,20,0.0,Cash,0
127,3695,29,8,2024-06-02 04:11:17,1,0.2,Cash,0
127,3695,78,8,2024-06-02 04:11:17,2,0.0,Cash,0
127,3695,94,8,2024-06-02 04:11:17,1,0.2,Cash,0
127,3695,16,8,2024-06-02 04:11:17,1,0.0,Cash,0
128,4876,78,4,2023-03-10 22:27:26,1,0.2,Cash,0
129,1430,52,8,2024-07-24 22:15:56,5,0.0,Card,0
129,1430,17,8,2024-07-24 22:15:56,1,0.0,Card,0
129,1430,90,8,2024-07-24 22:15:56,5,0.3,Card,0
129,1430,7,8,2024-07-24 22:15:56,1,0.3,Card,0
129,1430,32,8,2024-07-24 22:15:56,10,0.0,Card,0
130,1061,55,6,2024-02-22 23:43:26,4,0.0,PayPal,0
130,1061,53,6,2024-02-22 23:43:26,1,0.05,PayPal,0
131,342,8,6,2024-08-12 17:37:18,4,0.0,Card,0
131,342,23,6,2024-08-12 17:37:18,1,,Card,0
131,342,6,6,2024-08-12 17:37:18,3,0.2,Card,0
132,3085,52,4,2023-11-06 09:38:19,1,0.0,Card,0
132,3085,98,4,2023-11-06 09:38:19,20,0.0,Card,0
132,3085,19,4,2023-11-06 09:38:19,1,0.0,Card,0
132,3085,20,4,2023-11-06 09:38:19,1,,Card,0
132,3085,58,4,2023-11-06 09:38:19,1,0.1,Card,0
133,3872,20,8,2024-07-24 04:18:39,1,0.0,PayPal,0
133,3872,4,8,2024-07-24 04:18:39,1,0.1,PayPal,0
133,3872,76,8,2024-07-24 04:18:39,1,0.2,PayPal,0
133,3872,51,8,2024-07-24 04:18:39,1,0.0,PayPal,0
134,761,66,5,2023-11-01 22:26:30,1,0.0,Cash,0
134,761,100,5,2023-11-01 22:26:30,10,0.2,Cash,0
134,761,52,5,2023-11-01 22:26:30,2,0.1,Cash,0
135,3993,23,9,2025-04-07 21:36:55,1,0.1,Card,0
136,2338,53,8,2024-04-04 23:14:10,2,0.0,PayPal,0
136,2338,30,8,2024-04-04 23:14:10,1,0.1,PayPal,0
137,413,96,1,2025-04-23 15:35:48,2,0.0,Cash,0
137,413,6,1,2025-04-23 15:35:48,5,0.05,Cash,0
137,413,99,1,2025-04-23 15:35:48,20,0.05,Cash,0
137,413,66,1,2025-04-23 15:35:48,10,0.0,Cash,0
138,3008,46,10,2023-09-28 23:49:08,1,0.3,Cash,0
138,3008,73,10,2023-09-28 23:49:08,10,0.0,Cash,0
138,3008,17,10,2023-09-28 23:49:08,1,0.3,Cash,0
139,548,23,2,2024-12-12 16:55:39,1,0.0,PayPal,0
139,548,15,2,2024-12-12 16:55:39,3,0.0,PayPal,0
140,926,83,7,2026-01-24 05:37:20,2,0.0,Card,0
140,926,96,7,2026-01-24 05:37:20,1,0.05,Card,0
140,926,88,7,2026-01-24 05:37:20,1,0.0,Card,0
140,926,45,7,2026-01-24 05:37:20,2,0.0,Card,0
140,926,61,7,2026-01-24 05:37:20,1,0.0,Card,0
141,1822,11,3,2024-08-11 06:36:27,1,0.0,Card,1
141,1822,35,3,2024-08-11 06:36:27,2,0.0,Card,1
141,1822,16,3,2024-08-11 06:36:27,2,0.0,Card,1
141,1822,24,3,2024-08-11 06:36:27,1,0.1,Card,1
141,1822,85,3,2024-08-11 06:36:27,1,0.0,Card,1
142,3146,64,3,2025-11-20 01:54:47,20,0.05,PayPal,0
143,2411,79,2,2023-09-08 08:14:10,1,0.0,Card,0
